1629 , 1626389972.0543914 , 1626389971.0800033 
1629 , 1626389972.0543914 , 1626389971.098213 
1629 , 1626389972.0543914 , 1626389971.0546725 
1629 , 1626389972.0543914 , 1626389971.0538454 
1629 , 1626389972.0543914 , 1626389971.0545404 
1629 , 1626389972.0543914 , 1626389971.054975 
1629 , 1626389972.0543914 , 1626389971.097853 
1629 , 1626389972.0543914 , 1626389971.0944777 
1629 , 1626389972.0543914 , 1626389971.059948 
1629 , 1626389972.0543914 , 1626389971.0869255 
1629 , 1626389972.0543914 , 1626389971.0874584 
1629 , 1626389972.0543914 , 1626389971.0861921 
1629 , 1626389972.0543914 , 1626389971.0560124 
1629 , 1626389973.055971 , 1626389973.0606086 
1629 , 1626389973.055971 , 1626389973.0605261 
1629 , 1626389973.055971 , 1626389973.0630202 
1629 , 1626389973.055971 , 1626389973.0641377 
1629 , 1626389973.055971 , 1626389973.066669 
1629 , 1626389973.055971 , 1626389973.06882 
1629 , 1626389973.055971 , 1626389973.068724 
1629 , 1626389973.055971 , 1626389973.072444 
1629 , 1626389973.055971 , 1626389973.0734618 
1629 , 1626389973.055971 , 1626389973.0753047 
1629 , 1626389973.055971 , 1626389973.0793347 
1629 , 1626389973.055971 , 1626389973.0835185 
1629 , 1626389973.055971 , 1626389973.0855033 
1629 , 1626389974.0575576 , 1626389974.0643375 
1629 , 1626389974.0575576 , 1626389974.0672123 
1629 , 1626389974.0575576 , 1626389974.0713677 
1629 , 1626389974.0575576 , 1626389974.0723684 
1629 , 1626389974.0575576 , 1626389974.0672941 
1629 , 1626389974.0575576 , 1626389974.0773768 
1629 , 1626389974.0575576 , 1626389974.0774932 
1629 , 1626389974.0575576 , 1626389974.069223 
1629 , 1626389974.0575576 , 1626389974.0642288 
1629 , 1626389974.0575576 , 1626389974.082562 
1629 , 1626389974.0575576 , 1626389974.0958366 
1629 , 1626389974.0575576 , 1626389974.089378 
1629 , 1626389974.0575576 , 1626389974.0892506 
1629 , 1626389975.0590937 , 1626389975.089926 
1629 , 1626389975.0590937 , 1626389975.089633 
1629 , 1626389975.0590937 , 1626389975.0898979 
1629 , 1626389975.0590937 , 1626389975.0924118 
1629 , 1626389975.0590937 , 1626389975.0899365 
1629 , 1626389975.0590937 , 1626389975.089655 
1629 , 1626389975.0590937 , 1626389975.089284 
1629 , 1626389975.0590937 , 1626389975.097447 
1629 , 1626389975.0590937 , 1626389975.1452494 
1629 , 1626389975.0590937 , 1626389975.1456594 
1629 , 1626389975.0590937 , 1626389975.144611 
1629 , 1626389975.0590937 , 1626389975.1430435 
1629 , 1626389975.0590937 , 1626389975.1519086 
1629 , 1626389976.0627592 , 1626389976.1193948 
1629 , 1626389976.0627592 , 1626389976.1127129 
1629 , 1626389976.0627592 , 1626389976.1084912 
1629 , 1626389976.0627592 , 1626389976.1093898 
1629 , 1626389976.0627592 , 1626389976.1110065 
1629 , 1626389976.0627592 , 1626389976.1152744 
1629 , 1626389976.0627592 , 1626389976.1110606 
1629 , 1626389976.0627592 , 1626389976.1153893 
1629 , 1626389976.0627592 , 1626389976.1554139 
1629 , 1626389976.0627592 , 1626389976.1544664 
1629 , 1626389976.0627592 , 1626389976.156052 
1629 , 1626389976.0627592 , 1626389976.1569102 
1629 , 1626389976.0627592 , 1626389976.1768327 
1629 , 1626389977.0647297 , 1626389977.1412215 
1629 , 1626389977.0647297 , 1626389977.1390083 
1629 , 1626389977.0647297 , 1626389977.1499634 
1629 , 1626389977.0647297 , 1626389977.1533928 
1629 , 1626389977.0647297 , 1626389977.1387491 
1629 , 1626389977.0647297 , 1626389977.1531634 
1629 , 1626389977.0647297 , 1626389977.186482 
1629 , 1626389977.0647297 , 1626389977.1886625 
1629 , 1626389977.0647297 , 1626389977.1845996 
1629 , 1626389977.0647297 , 1626389977.1389637 
1629 , 1626389977.0647297 , 1626389977.1851184 
1629 , 1626389977.0647297 , 1626389977.2107909 
1629 , 1626389977.0647297 , 1626389977.2140007 
1629 , 1626389978.0658374 , 1626389978.1594014 
1629 , 1626389978.0658374 , 1626389978.1638863 
1629 , 1626389978.0658374 , 1626389978.1637795 
1629 , 1626389978.0658374 , 1626389978.2101612 
1629 , 1626389978.0658374 , 1626389978.2062016 
1629 , 1626389978.0658374 , 1626389978.2087667 
1629 , 1626389978.0658374 , 1626389978.2060993 
1629 , 1626389978.0658374 , 1626389978.214567 
1629 , 1626389978.0658374 , 1626389978.2089393 
1629 , 1626389978.0658374 , 1626389978.2062418 
1629 , 1626389978.0658374 , 1626389978.2389557 
1629 , 1626389978.0658374 , 1626389978.2415824 
1629 , 1626389978.0658374 , 1626389978.2415297 
1629 , 1626389979.0683303 , 1626389979.1728833 
1629 , 1626389979.0683303 , 1626389979.1731021 
1629 , 1626389979.0683303 , 1626389979.1729734 
1629 , 1626389979.0683303 , 1626389979.2376807 
1629 , 1626389979.0683303 , 1626389979.2374578 
1629 , 1626389979.0683303 , 1626389979.2390468 
1629 , 1626389979.0683303 , 1626389979.2389696 
1629 , 1626389979.0683303 , 1626389979.240839 
1629 , 1626389979.0683303 , 1626389979.2414272 
1629 , 1626389979.0683303 , 1626389979.2429001 
1629 , 1626389979.0683303 , 1626389979.2430763 
1629 , 1626389979.0683303 , 1626389979.245661 
1629 , 1626389979.0683303 , 1626389979.245887 
1629 , 1626389980.0709488 , 1626389980.1754756 
1629 , 1626389980.0709488 , 1626389980.1752603 
1629 , 1626389980.0709488 , 1626389980.1776898 
1629 , 1626389980.0709488 , 1626389980.242188 
1629 , 1626389980.0709488 , 1626389980.2422917 
1629 , 1626389980.0709488 , 1626389980.2422316 
1629 , 1626389980.0709488 , 1626389980.2423534 
1629 , 1626389980.0709488 , 1626389980.2420928 
1629 , 1626389980.0709488 , 1626389980.2456565 
1629 , 1626389980.0709488 , 1626389980.2457104 
1629 , 1626389980.0709488 , 1626389980.2482803 
1629 , 1626389980.0709488 , 1626389980.2495053 
1629 , 1626389980.0709488 , 1626389980.2521703 
1629 , 1626389981.072168 , 1626389981.1779547 
1629 , 1626389981.072168 , 1626389981.1816797 
1629 , 1626389981.072168 , 1626389981.180524 
1629 , 1626389981.072168 , 1626389981.2452824 
1629 , 1626389981.072168 , 1626389981.2465339 
1629 , 1626389981.072168 , 1626389981.2452095 
1629 , 1626389981.072168 , 1626389981.2498465 
1629 , 1626389981.072168 , 1626389981.252012 
1629 , 1626389981.072168 , 1626389981.249503 
1629 , 1626389981.072168 , 1626389981.246591 
1629 , 1626389981.072168 , 1626389981.2450233 
1629 , 1626389981.072168 , 1626389981.2569659 
1629 , 1626389981.072168 , 1626389981.2610908 
1629 , 1626389982.076305 , 1626389982.1894188 
1629 , 1626389982.076305 , 1626389982.1895208 
1629 , 1626389982.076305 , 1626389982.190545 
1629 , 1626389982.076305 , 1626389982.2471554 
1629 , 1626389982.076305 , 1626389982.2493672 
1629 , 1626389982.076305 , 1626389982.258459 
1629 , 1626389982.076305 , 1626389982.2584178 
1629 , 1626389982.076305 , 1626389982.2584932 
1629 , 1626389982.076305 , 1626389982.2585802 
1629 , 1626389982.076305 , 1626389982.2611594 
1629 , 1626389982.076305 , 1626389982.2583606 
1629 , 1626389982.076305 , 1626389982.2581525 
1629 , 1626389982.076305 , 1626389982.2687106 
1629 , 1626389983.0787709 , 1626389983.196203 
1629 , 1626389983.0787709 , 1626389983.1963305 
1629 , 1626389983.0787709 , 1626389983.2000234 
1629 , 1626389983.0787709 , 1626389983.2494328 
1629 , 1626389983.0787709 , 1626389983.25219 
1629 , 1626389983.0787709 , 1626389983.261119 
1629 , 1626389983.0787709 , 1626389983.2633958 
1629 , 1626389983.0787709 , 1626389983.2635815 
1629 , 1626389983.0787709 , 1626389983.268196 
1629 , 1626389983.0787709 , 1626389983.2693338 
1629 , 1626389983.0787709 , 1626389983.2692683 
1629 , 1626389983.0787709 , 1626389983.269421 
1629 , 1626389983.0787709 , 1626389983.2779903 
